Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
0.534064, 1.29687e-06, 0.0939118, 363.489, 0.135319
0.534454, 1.30726e-06, 0.122834, 363.448, 0.155088
0.534802, 1.31574e-06, 0.0970994, 363.357, 0.138194
0.535179, 1.32589e-06, 0.111891, 363.304, 0.148779
0.535601, 1.3363e-06, 0.184173, 363.297, 0.190566
0.535966, 1.34633e-06, 0.186385, 363.235, 0.192356
0.536294, 1.35439e-06, 0.109631, 363.097, 0.148067
0.536648, 1.36407e-06, 0.0968577, 363.021, 0.139816
0.537044, 1.37407e-06, 0.124943, 362.975, 0.158661
0.537387, 1.38353e-06, 0.0959793, 362.886, 0.139809
0.53777, 1.39332e-06, 0.109022, 362.828, 0.148979
0.538186, 1.40483e-06, 0.175141, 362.821, 0.189037
0.538559, 1.41432e-06, 0.174331, 362.75, 0.188793
0.538724, 1.41894e-06, 0.140553, 362.687, 0.170186
0.539095, 1.42825e-06, 0.122262, 362.6, 0.158926
0.539494, 1.4392e-06, 0.153741, 362.563, 0.178619
0.539851, 1.4483e-06, 0.116089, 362.46, 0.155563
0.540237, 1.45896e-06, 0.128418, 362.406, 0.16411
0.540667, 1.47014e-06, 0.203585, 362.403, 0.20633
0.541039, 1.48061e-06, 0.197451, 362.333, 0.203896
0.541373, 1.48933e-06, 0.110503, 362.185, 0.153121
0.541733, 1.49943e-06, 0.093411, 362.106, 0.141464
0.542135, 1.5102e-06, 0.115784, 362.056, 0.157358
0.54248, 1.51998e-06, 0.0826256, 361.964, 0.133736
0.542866, 1.53047e-06, 0.0878499, 361.899, 0.137889
0.543285, 1.54235e-06, 0.132725, 361.872, 0.169652
0.543659, 1.55261e-06, 0.123382, 361.795, 0.163755
0.544063, 1.5642e-06, 0.165001, 361.767, 0.189732
0.544426, 1.57424e-06, 0.133528, 361.67, 0.170998
0.544817, 1.58552e-06, 0.157413, 361.627, 0.186133
0.545167, 1.59538e-06, 0.110364, 361.516, 0.156267
0.545546, 1.60634e-06, 0.114199, 361.456, 0.159482
0.545969, 1.61844e-06, 0.170175, 361.435, 0.194438
0.546335, 1.6291e-06, 0.154016, 361.357, 0.185661
0.546744, 1.64098e-06, 0.202885, 361.332, 0.213034
0.547098, 1.65133e-06, 0.15977, 361.229, 0.189837
0.547495, 1.66298e-06, 0.185407, 361.183, 0.204552
0.547837, 1.67304e-06, 0.126342, 361.066, 0.16971
0.54822, 1.68446e-06, 0.128688, 360.999, 0.171381
0.548635, 1.69669e-06, 0.187172, 360.988, 0.206998
0.549007, 1.70795e-06, 0.166478, 360.9, 0.195488
0.549408, 1.7198e-06, 0.214036, 360.88, 0.222124
0.549768, 1.73088e-06, 0.165477, 360.766, 0.195686
0.550156, 1.74238e-06, 0.18729, 360.722, 0.208724
0.550504, 1.75324e-06, 0.125238, 360.598, 0.171133
0.55088, 1.76444e-06, 0.124241, 360.533, 0.171017
0.551095, 1.77122e-06, 0.156944, 360.527, 0.192222
0.551468, 1.78204e-06, 0.136033, 360.443, 0.17954
0.551882, 1.79503e-06, 0.172158, 360.407, 0.201929
0.552241, 1.80549e-06, 0.129552, 360.304, 0.175935
0.55264, 1.81824e-06, 0.144271, 360.249, 0.185696
0.552986, 1.82842e-06, 0.0937526, 360.141, 0.150557
0.553372, 1.84084e-06, 0.0915315, 360.071, 0.148857
0.55379, 1.85334e-06, 0.128003, 360.037, 0.17623
0.554163, 1.86562e-06, 0.108971, 359.953, 0.162854
0.554567, 1.87769e-06, 0.134525, 359.911, 0.181299
0.554927, 1.88978e-06, 0.0994007, 359.812, 0.15621
0.555317, 1.90151e-06, 0.107875, 359.756, 0.163176
0.555752, 1.91625e-06, 0.167907, 359.739, 0.203256
0.556129, 1.9274e-06, 0.159645, 359.669, 0.198826
0.55655, 1.94209e-06, 0.21992, 359.655, 0.233266
0.556914, 1.95271e-06, 0.182272, 359.557, 0.213121
0.557322, 1.96724e-06, 0.221472, 359.525, 0.234959
0.557674, 1.97749e-06, 0.159154, 359.404, 0.20001
0.558067, 1.99169e-06, 0.169954, 359.346, 0.206784
0.558408, 2.00176e-06, 0.105283, 359.225, 0.163645
0.558788, 2.01545e-06, 0.0984353, 359.152, 0.158372
0.559201, 2.02801e-06, 0.132309, 359.117, 0.183882
0.559569, 2.04161e-06, 0.107716, 359.028, 0.166191
0.559968, 2.0537e-06, 0.12766, 358.982, 0.181315
0.560324, 2.06704e-06, 0.090069, 358.882, 0.152681
0.56071, 2.07887e-06, 0.0937157, 358.821, 0.156203
0.56114, 2.09501e-06, 0.140331, 358.793, 0.190824
0.561493, 2.10552e-06, 0.101126, 358.695, 0.162767
0.561886, 2.12057e-06, 0.108324, 358.634, 0.168469
0.562314, 2.13353e-06, 0.165003, 358.62, 0.208121
0.562695, 2.14877e-06, 0.1546, 358.543, 0.20165
0.563108, 2.16093e-06, 0.208478, 358.529, 0.234554
0.563477, 2.1762e-06, 0.170099, 358.426, 0.212191
0.563876, 2.18781e-06, 0.202247, 358.392, 0.231866
0.564234, 2.20281e-06, 0.142998, 358.271, 0.195377
0.56462, 2.21421e-06, 0.149283, 358.213, 0.200157
0.565051, 2.23223e-06, 0.224026, 358.213, 0.245014
0.565242, 2.23754e-06, 0.224325, 358.182, 0.245693
0.565418, 2.24502e-06, 0.174327, 358.101, 0.216841
0.565788, 2.2554e-06, 0.138539, 358.005, 0.193994
0.5662, 2.27259e-06, 0.162064, 357.958, 0.209792
0.566556, 2.28267e-06, 0.111452, 357.85, 0.174799
0.566953, 2.29928e-06, 0.114447, 357.785, 0.177181
0.567383, 2.31196e-06, 0.167786, 357.769, 0.214728
0.567767, 2.32887e-06, 0.15048, 357.686, 0.203579
0.568182, 2.34067e-06, 0.19502, 357.663, 0.232137
0.568553, 2.35756e-06, 0.152073, 357.557, 0.205333
0.568954, 2.3689e-06, 0.173531, 357.513, 0.219815
0.569312, 2.38534e-06, 0.117066, 357.395, 0.180978
0.569699, 2.39667e-06, 0.117117, 357.332, 0.181537
0.56992, 2.40662e-06, 0.148584, 357.326, 0.204437
0.5703, 2.41716e-06, 0.129915, 357.245, 0.191693
0.570722, 2.43641e-06, 0.165652, 357.209, 0.216368
0.571087, 2.44633e-06, 0.125784, 357.111, 0.189268
0.571493, 2.46521e-06, 0.141158, 357.057, 0.200503
0.571846, 2.47502e-06, 0.0925943, 356.952, 0.163223
0.572238, 2.49304e-06, 0.0911163, 356.884, 0.161985
0.572664, 2.50571e-06, 0.128418, 356.852, 0.192458
0.573043, 2.524e-06, 0.110223, 356.77, 0.178531
0.573454, 2.53585e-06, 0.137163, 356.73, 0.199477
0.573821, 2.55396e-06, 0.102211, 356.633, 0.172541
0.574218, 2.56552e-06, 0.111844, 356.578, 0.180903
0.57466, 2.5873e-06, 0.175316, 356.567, 0.226145
0.575044, 2.5972e-06, 0.168105, 356.498, 0.22205
0.575472, 2.61967e-06, 0.233262, 356.49, 0.261452
0.575842, 2.62835e-06, 0.195023, 356.393, 0.239791
0.576256, 2.65091e-06, 0.238742, 356.366, 0.26533
0.576614, 2.65908e-06, 0.173121, 356.243, 0.226747
0.577014, 2.68093e-06, 0.18629, 356.189, 0.235298
0.57736, 2.68941e-06, 0.116492, 356.063, 0.186933
0.577747, 2.70984e-06, 0.109767, 355.991, 0.181582
0.578166, 2.72156e-06, 0.148716, 355.963, 0.211617
0.57854, 2.74228e-06, 0.122054, 355.873, 0.191974
0.578946, 2.75325e-06, 0.145832, 355.831, 0.210225
0.579307, 2.77357e-06, 0.103747, 355.728, 0.177681
0.5797, 2.78453e-06, 0.108858, 355.67, 0.182456
0.580136, 2.80858e-06, 0.164152, 355.651, 0.223744
0.580494, 2.81723e-06, 0.119142, 355.549, 0.191375
0.580894, 2.83985e-06, 0.128361, 355.491, 0.198653
0.581328, 2.85108e-06, 0.196743, 355.49, 0.246148
0.581714, 2.87504e-06, 0.185452, 355.413, 0.239176
0.582133, 2.88436e-06, 0.251653, 355.412, 0.279013
0.582325, 2.89695e-06, 0.239414, 355.367, 0.272407
0.58274, 2.90469e-06, 0.286725, 355.348, 0.298491
0.583109, 2.92942e-06, 0.203905, 355.204, 0.252198
0.583508, 2.93743e-06, 0.214372, 355.151, 0.259112
0.583864, 2.96052e-06, 0.131424, 355.009, 0.203405
0.58425, 2.96983e-06, 0.120778, 354.937, 0.195554
0.584678, 2.99571e-06, 0.161242, 354.907, 0.225755
0.58505, 3.00382e-06, 0.12899, 354.816, 0.202609
0.585464, 3.02952e-06, 0.151755, 354.77, 0.2197
0.585823, 3.03745e-06, 0.105111, 354.666, 0.183629
0.586222, 3.06193e-06, 0.108579, 354.604, 0.186655
0.586657, 3.07282e-06, 0.16009, 354.586, 0.226803
0.587043, 3.09855e-06, 0.144479, 354.506, 0.215653
0.587463, 3.10772e-06, 0.188358, 354.484, 0.246567
0.587836, 3.13377e-06, 0.147838, 354.381, 0.218752
0.588241, 3.14236e-06, 0.169742, 354.339, 0.234829
0.588602, 3.16751e-06, 0.115287, 354.224, 0.193933
0.588994, 3.17675e-06, 0.116079, 354.163, 0.195082
0.58943, 3.20571e-06, 0.168492, 354.143, 0.234757
0.589809, 3.21277e-06, 0.148208, 354.063, 0.220802
0.59023, 3.24244e-06, 0.190043, 354.035, 0.249925
0.590596, 3.24846e-06, 0.145281, 353.933, 0.219245
0.591004, 3.27752e-06, 0.163981, 353.884, 0.232923
0.591357, 3.28389e-06, 0.108344, 353.773, 0.190133
0.591751, 3.31103e-06, 0.107243, 353.706, 0.189222
0.59197, 3.31606e-06, 0.13466, 353.699, 0.212331
0.592359, 3.34368e-06, 0.116397, 353.616, 0.197542
0.59278, 3.35269e-06, 0.145703, 353.58, 0.221322
0.593154, 3.38022e-06, 0.109302, 353.482, 0.191988
0.593559, 3.38909e-06, 0.120341, 353.429, 0.201857
0.59401, 3.42175e-06, 0.189727, 353.425, 0.253047
0.594401, 3.42701e-06, 0.183076, 353.358, 0.249169
0.594749, 3.45484e-06, 0.10174, 353.219, 0.18629
0.595127, 3.46319e-06, 0.0855631, 353.143, 0.171456
0.595547, 3.49286e-06, 0.105424, 353.095, 0.190103
0.595912, 3.50062e-06, 0.0769313, 353.009, 0.163123
0.596318, 3.52923e-06, 0.0833452, 352.949, 0.169695
0.59676, 3.53977e-06, 0.128284, 352.925, 0.210572
0.597152, 3.57053e-06, 0.121605, 352.854, 0.20512
0.597578, 3.57837e-06, 0.165752, 352.832, 0.239727
0.597958, 3.61019e-06, 0.136877, 352.74, 0.218088
0.59837, 3.6168e-06, 0.164557, 352.704, 0.239497
0.598737, 3.64802e-06, 0.11781, 352.597, 0.202988
0.599135, 3.65517e-06, 0.124402, 352.541, 0.209032
0.599578, 3.69137e-06, 0.188615, 352.533, 0.257071
0.59994, 3.69459e-06, 0.135043, 1058.43, 0.229208
0.738845, 4.21191e-06, 6.16925, 1057.43, 1.47028
0.774895, 4.23803e-06, 3.80251, 1053.69, 1.15873
0.81632, 4.44857e-06, 3.53681, 1051.83, 1.11829
0.863665, 4.51154e-06, 4.74438, 1051.42, 1.29659
0.906465, 4.73691e-06, 3.84181, 1049.05, 1.16811
0.954652, 4.79819e-06, 4.54332, 1048.26, 1.272
0.997691, 5.0257e-06, 3.18662, 1045.55, 1.06695
1.04566, 5.09592e-06, 3.30828, 1044.29, 1.08896
1.08815, 5.31294e-06, 1.99897, 1041.73, 0.848315
1.13516, 5.4008e-06, 1.81372, 1040.26, 0.809914
1.18712, 5.64946e-06, 2.39199, 1039.4, 0.929494
1.23269, 5.73045e-06, 1.88859, 1037.71, 0.828145
1.28279, 5.98204e-06, 2.19423, 1036.69, 0.892501
1.32652, 6.06503e-06, 1.49953, 1034.89, 0.740242
1.37442, 6.30865e-06, 1.5292, 1033.69, 0.74763
