Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
1440.65, 15.4839, 2037.91, 898666, 4.76151
1497.45, 15.8242, 2057.19, 898503, 2.98286
1441.06, 15.7447, 2195.73, 898179, 3.65275
1466.82, 15.9741, 2099, 897805, 3.64519
1449.98, 16.0152, 2268.86, 897668, 3.92071
1444.79, 16.0794, 2048.36, 897261, 3.88657
1436.22, 16.1691, 2397.35, 897205, 4.79939
1444.3, 16.3099, 2008.47, 896562, 4.24535
1440.94, 16.4175, 2316.6, 896559, 5.53421
1509.64, 16.8283, 2307.79, 896325, 4.25905
1517.14, 16.947, 2403.16, 896283, 3.10656
1453.29, 16.8912, 2764.79, 896063, 4.16242
1450.95, 16.991, 2361.05, 895312, 4.40832
1445.28, 17.0716, 2565.07, 895115, 5.2562
1440.8, 17.1481, 2416.52, 894886, 5.54804
1438.38, 17.2246, 2094.06, 894409, 5.02071
1439.61, 17.3336, 2190.61, 894187, 5.27912
1442.92, 17.4281, 2063.9, 893832, 3.8151
1443.6, 17.5474, 2164.07, 893643, 4.78217
1440.21, 17.6118, 1975.01, 893220, 4.35785
1442.46, 17.7176, 2071.82, 893068, 4.4423
1440.77, 17.8113, 2257.32, 892889, 5.07726
1453.58, 17.9802, 2328.35, 892616, 4.87532
1450.67, 18.0779, 2237.16, 892437, 5.16358
1451.92, 18.1786, 2053.17, 891867, 4.73423
1451.26, 18.285, 2079.7, 891605, 4.75253
1448.11, 18.3782, 2126.77, 891470, 5.27524
1451.41, 18.5315, 2510.53, 891411, 6.43338
1449.77, 18.6306, 2502.97, 891123, 6.91919
1461.22, 18.8021, 2458.84, 891018, 6.12822
1454.8, 18.8753, 2136.33, 890397, 6.08767
1463.24, 19.0287, 1965.01, 889992, 5.27198
1481.13, 19.2615, 2146.95, 889864, 5.08394
1480.72, 19.4264, 2383.66, 889594, 7.1764
1479.98, 19.5444, 2201.77, 889036, 6.60814
1480.97, 19.6825, 2240.36, 888899, 7.02332
1481.01, 19.8005, 2067.84, 888569, 6.18849
1481.86, 19.9339, 2114.86, 888332, 6.28784
1486.82, 20.1024, 2431.82, 888221, 7.41034
1508.2, 20.3416, 2678.51, 888191, 7.24338
1493.3, 20.4068, 2542.34, 887772, 8.13329
1494.8, 20.5264, 2477.91, 887426, 7.4127
1490.19, 20.6229, 2445.33, 887095, 7.93813
1506.9, 20.7946, 2300.08, 886778, 6.89703
1490.68, 20.8467, 2169, 886327, 6.89289
1484.35, 20.9539, 2296.12, 886165, 7.91478
1477.45, 21.0369, 2246.52, 885729, 7.6252
1472.56, 21.1392, 2369.94, 885701, 8.49694
1467.84, 21.2227, 2245.71, 885480, 7.77734
1466.12, 21.3324, 2338.9, 885258, 8.26453
1462.14, 21.4049, 2163.15, 884797, 7.12535
1461.63, 21.5103, 2191.51, 884563, 7.26388
1465.21, 21.6368, 2144.4, 884268, 6.10657
1472.47, 21.821, 2452.07, 884247, 7.94184
1481.81, 21.9998, 2649.46, 884039, 8.87028
1484.18, 22.1231, 2592.37, 883702, 8.01064
1483.21, 22.2436, 2555.65, 883349, 8.44658
1480.45, 22.3393, 2249.54, 882769, 7.26798
1481.32, 22.4625, 2292.47, 882488, 7.27024
1488.98, 22.6353, 2573.07, 882443, 8.65045
1484.4, 22.7197, 2461.84, 881971, 6.18032
1480.48, 22.8388, 2477.39, 881616, 7.04022
1480.21, 22.9581, 2263.26, 881213, 6.72926
1476.78, 23.0683, 2419.27, 881059, 7.31327
1482.97, 23.2198, 2329.02, 880706, 6.68525
1483.68, 23.3253, 2242.92, 880376, 6.65945
1494.74, 23.3981, 2259.6, 880373, 5.80767
1519.74, 23.566, 2317.65, 880305, 3.80368
1516.75, 23.7515, 2512.96, 880000, 5.07028
1506.87, 23.8709, 2745.55, 879907, 6.3405
1493.37, 23.9341, 2592.57, 879523, 6.80257
1484.48, 24.0061, 2338.43, 879047, 6.12814
1481.36, 24.1136, 2398.72, 878922, 6.4529
1494.64, 24.2753, 2404.37, 878796, 4.30893
1484.99, 24.3521, 2437.5, 878512, 4.40835
1474.22, 24.4763, 2612.42, 878312, 6.11147
1465.58, 24.5447, 2371.27, 877915, 6.24074
1489.48, 24.7549, 2406.21, 877736, 3.24013
1473.38, 24.8523, 2660.4, 877513, 4.23296
1489.6, 25.0596, 2667.46, 876992, 3.8366
1483.07, 25.1631, 2388.42, 876803, 4.31021
1489.48, 25.3113, 2720.14, 876682, 4.88133
