Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
2034.9, 57.9399, 1959.01, 837815, 10.349
2035.81, 58.1388, 1701.84, 837402, 9.2218
2036.99, 58.3705, 1897.47, 837194, 10.1475
2036.28, 58.5169, 1586.62, 836675, 5.72776
2031.93, 58.7627, 1735.06, 836592, 7.71055
2034.58, 59.0436, 1950.3, 836519, 9.97006
2037.35, 59.1802, 1883.6, 836346, 3.01134
2037.71, 59.5625, 2437.39, 836344, 4.23908
2039.05, 59.8496, 2519.58, 835814, 5.30149
2043.63, 60.124, 2309.33, 835341, 5.67294
2042.73, 60.3396, 1629.3, 834700, 5.13483
2045.56, 60.6023, 1656.32, 834408, 5.28542
2043.96, 60.8524, 1890.3, 834380, 6.36606
2046.12, 61.1041, 1838.37, 834018, 6.34382
2044.14, 61.3481, 2055.49, 833845, 7.34779
2045.79, 61.5882, 1902.54, 833644, 7.02122
2043.87, 61.8193, 2119.27, 833433, 8.16124
2045.7, 62.0604, 2057.82, 833038, 7.63119
2044.64, 62.2919, 1963.57, 832374, 8.19762
2045.29, 62.5102, 1605.37, 831933, 6.95804
2042.32, 62.7224, 1577.29, 831671, 7.09647
2042.86, 62.9431, 1367.12, 831287, 5.85286
2041.52, 63.2237, 1675.12, 831058, 7.68357
2043.05, 63.4904, 1864.58, 830821, 8.67948
2041.92, 63.6962, 1775.18, 830445, 8.37922
2042.39, 63.8646, 1856.94, 830404, 4.35732
2042, 64.1355, 1645.99, 830000, 5.01834
2042.9, 64.386, 1393.57, 829704, 4.95495
2042.52, 64.7161, 1805.93, 829516, 7.36571
2043.96, 64.9616, 1612.46, 829144, 6.96829
2044.22, 65.2201, 1661.34, 828721, 7.69208
2046.58, 65.5238, 2067.09, 828609, 9.9344
2045.72, 65.7138, 1477.52, 828341, 7.02427
2048.15, 65.9688, 1368.53, 827962, 5.95443
2049.89, 66.2307, 1437.84, 827851, 6.069
2060.25, 66.6667, 2063.28, 827806, 9.6233
2067.58, 66.9658, 2035.18, 827427, 9.21596
2090.03, 67.4622, 2254.86, 827322, 10.1435
2075.25, 67.6146, 1847.16, 826893, 9.00698
2063.17, 67.8146, 1861.33, 826488, 9.57683
2051.08, 67.9439, 1579.59, 826091, 8.10793
2042.43, 68.1198, 1528.32, 825701, 7.97945
2040.44, 68.3627, 1692.07, 825546, 9.133
2045.92, 68.6499, 1677.43, 825507, 8.66602
2049.31, 68.8758, 1816.43, 825442, 6.70134
2050.79, 69.1684, 1948.51, 825010, 8.70466
2052.9, 69.3801, 1775.89, 824644, 6.30975
2064.27, 69.7826, 1810.61, 824282, 7.95297
2089.93, 70.1179, 1942.82, 824262, 3.45278
2085.46, 70.4764, 1825.95, 824195, 4.31814
2058.78, 70.6701, 2034.9, 823922, 6.52525
2057.79, 70.9436, 2072.94, 823511, 10.5034
2112.51, 71.3821, 2057.95, 823419, 6.11016
2067.69, 71.348, 2104.85, 823199, 8.30159
2072.76, 71.7119, 2234.21, 822923, 9.79527
2063.46, 71.8349, 1700.38, 822419, 7.6377
2059.68, 72.0334, 1684.85, 822135, 7.26439
